tid,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
2027509.0,[22.36506201],[22.30360555],[0.04590868],[-1.32652085],50,"[175154563, 175354378, 67427602, 67375379, 67423519, 225458337, 78029089, 8701993, 319284, 8709429, 711570615, 314434, 177373648, 80005330, 225480280, 80012507, 225772385, 225458531, 175199588, 154336612, 154486117, 248522868, 250817525, 177451766, 8825211, 175155836, 154187901, 69654143]",28
2028572.0,[13.10635664],[13.03805613],[-0.0516761],[-1.57262648],14,"[154209185, 225476293, 79968427, 86162861, 154005648, 168759408, 168511702, 10759894, 239789660, 79767423]",10
2028581.0,[23.62202185],[23.55854716],[0.04545177],[1.18643968],14,"[75755490, 141750662, 82241096, 141539693, 231859536, 160592209, 210715824, 73840917, 13033689, 160842846, 232109663]",11
2030395.0,[25.72853761],[25.71658294],[0.02173833],[0.51170959],25,"[139912076, 181488652, 181662222, 150185492, 150269845, 142039828, 257127959, 2374938, 150330011, 2546729, 181579306, 8842415, 71580594, 150109235, 257044288, 221454786, 71752390, 183827423, 221378531, 259291876, 78049140, 183586041, 219441786, 219501693]",24
2031473.0,[16.85112541],[16.81977024],[-0.0289104],[0.92606292],10,"[227348073, 137302702, 204375054, 158171856, 71447985, 153713595]",6
2032228.0,[17.70824325],[17.58666077],[0.06976758],[0.999939],14,"[229736378, 158469483, 158741510, 73857719]",4
2034514.0,[12.08709463],[12.08418028],[0.01702057],[-0.99221833],23,"[177196934, 246132745, 231671308, 79774479, 69287312, 250563224, 160400795, 177103271, 231567274, 82040752, 174853809, 158206516, 2341304, 10736192, 250474688, 2179530, 10567035, 160396116, 81922540, 69449595, 10619774]",21
2037912.0,[9.53223965],[8.93116306],[-0.19278886],[-0.47987798],7,"[170783683, 181050374, 12738695, 254450983, 246214315, 183146990, 84050332]",7
2038601.0,[23.92386513],[22.97277548],[-0.15174031],[-1.58113355],7,"[152071360, 8673924, 513313032, 442028493, 221230895, 77886298]",6
2039489.0,[29.09766225],[24.92509738],[0.30495663],[0.11997703],11,"[175195904, 250685057, 67333152, 177292270, 237626]",5
2041329.0,[21.75915006],[21.35145349],[-0.10245877],[-0.49164793],6,"[86360040, 137064906, 166811412, 240171068]",4
2046141.0,[17.26390229],[8.73779705],[-0.57089829],[-1.3173648],8,"[512978913, 8625410, 158035011, 439510542, 10718454, 79951768, 441606649, 231295579]",8
2046208.0,[26.04403694],[26.0001212],[-0.02728557],[-0.04630681],40,"[210626306, 143548807, 212739977, 86172169, 143641615, 246319889, 172976790, 143565613, 86066991, 14762802, 75686468, 143593288, 246344267, 6450766, 172952667, 86359421, 75657055, 67268066, 172926315, 75573873, 8642549, 246257021]",22
2047508.0,[15.43501282],[15.38776789],[0.04818664],[0.19134267],39,"[177433218, 143981572, 6616069, 75823367, 213056393, 143883530, 6697481, 75904783, 213151893, 67423766, 178041, 212847644, 177431966, 177267232, 145774244, 400294, 252609959, 252897717, 255031480, 213027643, 179562176, 145956293, 316232, 252897225, 67285069, 67508307, 8788437, 145974751, 77994209, 146079214, 213050224, 177141873, 8713461, 145980918, 77920759, 8794617, 399738, 67509117]",38
2050756.0,[18.3946402],[18.23139953],[0.07866468],[1.04404293],8,"[160691432, 71524266, 137392003, 206571724]",4
2051745.0,[16.67985866],[16.44061064],[0.09873358],[-0.70927163],61,"[252779395, 179607302, 179677322, 236165771, 69651218, 255074964, 250517274, 12864287, 238364320, 164802847, 179409827, 252826916, 164687395, 252865574, 252852260, 69645867, 177141036, 179457073, 238047282, 84332210, 83963188, 253041973, 14753974, 84236726, 84331700, 84053177, 259164602, 179486013, 174842686, 166599362, 239961033, 179496012, 164802897, 69397972, 252495837, 71696989, 165000802, 183707747, 179124713, 71652589, 164580461, 181704434, 84169589, 164877176, 69472380]",45
2052472.0,[17.64250552],[17.62306307],[0.03085392],[1.2938185],76,"[231856128, 73755137, 143787911, 145734024, 73549708, 75846542, 160597907, 12933780, 73803925, 73705622, 234040725, 6638490, 215163291, 231928221, 160568606, 4591393, 84234401, 215046314, 210957624, 82123576, 6520634, 229396155, 213038012, 84305724, 231838780, 145573183, 141784128, 84203578, 214901315, 145992644, 210797125, 75844294, 162679493, 162770551, 73798730, 12919499, 6645708, 6401869, 141621582, 143866574, 158124879, 210689611, 216840146, 12932175, 141513805, 162721366, 231873238, 82004822, 145878235, 75728987, 81918302, 4344675, 6638440, 84237544, 12801000, 233953517, 4501103, 4599664, 75594097, 75852530, 233987954, 160660085, 212982135, 212961403, 143805309]",65
2054737.0,[28.77724593],[24.68336236],[0.3037344],[-1.68477295],11,"[86341009, 150306355, 774740485]",3
2055679.0,[23.67759328],[23.23309567],[-0.10256156],[-1.04979089],7,"[448259284, 81981324, 231561940, 158204423]",4
2055805.0,[20.79465029],[17.40165642],[0.32554409],[0.57417403],7,"[760179704, 71749345, 183762010, 688938039]",4
2057225.0,[8.36663426],[7.66652662],[-0.22323622],[-0.59259349],4,"[170873824, 12879305, 84196330]",3
2057249.0,[28.79610638],[18.11086673],[-0.48811488],[0.43695824],4,"[256729128, 181322313, 69596803, 2464732]",4
2059886.0,[24.07083067],[20.00715269],[0.3312123],[1.21506924],6,"[73816603, 141848882, 6722771, 211050068]",4
2063387.0,[29.20538012],[29.14787097],[-0.02987856],[-0.06278879],21,"[210191456, 86319136, 206074276, 173160102, 246249575, 246524780, 143571501, 139000014, 86064910, 172497008, 75691600, 247960885, 143174747, 172886431]",14
2063437.0,[24.14660454],[24.13169122],[0.02431911],[-0.68707748],37,"[73582469, 202298054, 82018473, 183334156, 160372780, 233804941, 73549165, 135099640, 135220858, 135297339, 258885661, 160438047]",12
2064297.0,[17.37229826],[15.08774524],[-0.28223199],[0.18404829],6,"[14820170, 67267051, 177052306]",3
2065822.0,[14.9454147],[10.16497508],[-0.45063888],[-0.12143843],6,"[14779968, 250170857, 174773706, 473115854, 86108211]",5
2065894.0,[9.20021731],[7.71834716],[-0.3137377],[-0.5989476],4,"[84081444, 12753991, 180957983]",3
2066361.0,[22.51651968],[22.5014674],[-0.01537743],[-0.09065531],22,"[15048257, 141897988, 171289093, 742853732, 211068041, 143752906, 211284171, 143995376, 173386484, 75880309, 6672471, 173151159, 246757558, 253289398, 210824794, 86349627, 142114108]",17
2068330.0,[18.18669932],[17.46324362],[0.1615215],[-0.53797098],8,"[84304753, 240343962, 166964356]",3
2072545.0,[14.84235424],[9.87368242],[-0.46179003],[1.30358893],6,"[147675724, 431363117, 75741094, 502696567]",4
2074638.0,[8.74372777],[8.67217272],[0.07574046],[1.47809469],15,"[84206594, 149900229, 75664490, 86303470, 221182609, 160619665, 14994323, 75773812, 152170995, 231698680]",10
2076541.0,[20.23603155],[18.83706589],[-0.20217046],[0.70312838],6,"[71474252, 423051414, 202201103]",3
2077337.0,[15.22861499],[14.18451501],[-0.20131233],[-0.23204937],7,"[246151567, 408419907, 86097531, 172806131]",4
2079367.0,[28.66363804],[28.6635649],[0.00611417],[1.69020069],45,"[219036288, 219457153, 240000132, 238289414, 8684565, 8577814, 167022747, 77783068, 77889310, 219182751, 84181542, 150279848, 219198890, 8680238, 240139694, 166630704, 84176177, 149861555, 150009540, 150009811, 150021843, 238587220, 166774105, 240161372, 84077919, 12774497, 77881958, 168887017, 168891127, 240386805, 84189047, 12884092]",32
2079402.0,[19.27379658],[19.27377831],[0.00410154],[-1.4939862],23,"[223168931, 77677157, 12819846, 151900264, 77778538, 67209838, 8494224, 172813745, 172886417, 223228340, 101752, 77905469]",12
2080336.0,[25.19042939],[24.93216384],[-0.07446733],[-0.08058207],6,"[172968809, 141233996, 254869, 210412727, 246332217, 67366813]",6
2083018.0,[22.79897347],[20.61509018],[-0.23939354],[0.23619845],6,"[67433875, 250510475, 175069476, 315316]",4
2083019.0,[28.16016182],[22.73428336],[0.35424851],[-1.55833712],8,"[80146913, 152310024, 8726313, 154406645, 223609432]",5
2084540.0,[18.11236415],[12.75782732],[0.44176214],[-0.9028946],6,"[234191158, 13024468, 162872766, 82210900]",4
2085101.0,[13.02317014],[11.76735087],[-0.24024291],[-1.38352652],6,"[227504804, 172695213, 8664367, 243984944, 79977176, 156253400]",6
2085132.0,[16.44128774],[15.25939066],[0.2160364],[-1.37572935],4,"[80057120, 10860387, 227700831, 156414559]",4
2087703.0,[24.83031858],[24.75482309],[-0.03831163],[1.12933485],62,"[202184960, 237868545, 71537670, 71611150, 71408400, 71426834, 4428441, 202202651, 71706396, 135258140, 135130139, 135127068, 167093407, 166752929, 71659817, 4317866, 166571692, 84206892, 4598960, 4305589, 4549303, 83985983, 135393105, 166569810, 14999002, 240117989, 778557800, 239939565, 204282351, 137207031, 73635063]",31
2087810.0,[26.83237977],[26.71189595],[-0.04761107],[-0.56828112],16,"[238119076, 84004296, 164450923, 73486989, 452482829, 237811382, 404248312, 164755803, 84234940, 204344990, 137265567]",11
2088759.0,[20.56366705],[20.50718137],[0.04590152],[-1.04740522],17,"[84267010, 157971850, 12872620, 86367730, 248470227, 175113178]",6
2090990.0,[21.99027641],[14.81363791],[-0.45549823],[0.29458648],7,"[483121892, 306438, 413896843, 254599339, 179187087, 2401524, 69529020]",7
2092566.0,[20.37103073],[20.37066283],[0.00819051],[-0.84408818],39,"[233998404, 162729640, 82227792, 13021910, 82204698]",5
2094258.0,[17.68618554],[17.66370789],[-0.02304744],[-1.36863489],33,"[244087810, 246216962, 172846341, 170443147, 156177933, 241730832, 156045587, 158095782, 10627367, 246225838, 67368372, 67233461, 172815541, 229434044, 81932741, 10614346, 125143, 229415392, 261345, 158165219, 175091688, 229353066, 81918443, 246185199, 248314096, 10764913, 174943730, 172860031]",28
2096469.0,[8.57385642],[8.0433582],[0.20063892],[1.70093937],8,"[223463849, 152179119, 154563910, 77986919]",4
2096501.0,[24.78884506],[21.77850359],[0.2804983],[1.34651501],6,"[143708504, 75747481, 6552690, 212904039]",4
2098494.0,[28.2639047],[26.06557061],[-0.21489122],[0.46260991],6,"[69447984, 181335395, 489743996]",3
2098513.0,[16.42989354],[16.2439219],[0.08823091],[-1.13646353],11,"[250955433, 158507466, 80032079, 10829745, 177595061, 229784219]",6
2098957.0,[26.39189967],[26.16669755],[-0.0674989],[-1.21457474],8,"[176693094, 250067752, 227372940, 10561457, 443632987, 79770206, 156107903]",7
2101908.0,[13.21753756],[12.73710366],[0.15457705],[-0.84449856],6,"[235981894, 255076454, 12909032, 82109781, 162603032, 181723807]",6
2102598.0,[26.81379355],[26.71374763],[0.05269472],[0.33749828],18,"[69605761, 69338241, 254753225, 212683725, 177579636, 78011799, 2499001, 143487038]",8
2104359.0,[22.43214486],[22.43162293],[0.00108773],[-0.83728989],23,"[167159844, 242612933, 259256776, 82187376, 179620656, 183793776, 183943538, 183707796, 259403730, 252999991, 82149178, 162760414, 162855135]",13
2108181.0,[15.48377801],[15.3190594],[-0.07595295],[0.10524921],6,"[145527376, 214705855, 177157810, 67366068, 254175]",5
2110540.0,[17.74823941],[16.87034301],[-0.16996979],[-1.45187279],10,"[437437504, 154193831, 225449404, 77861135]",4
2110574.0,[17.13495329],[14.08675612],[-0.33042338],[-0.86491065],7,"[81858823, 235669008, 450124819, 525620631, 83955193]",5
2116658.0,[22.89869801],[22.89383216],[-0.00654773],[1.01386078],18,"[135091697, 71387995, 4279253, 258790201]",4
2118366.0,[21.85568951],[21.05293173],[0.15535494],[0.86559307],10,"[135214600, 71492454, 156791435, 204401302]",4
2119314.0,[27.02225008],[23.91082994],[-0.26338061],[1.32797494],7,"[506484472, 141497510, 73611726]",3
2121703.0,[27.56267666],[27.42603426],[0.0600034],[-1.03940474],23,"[69633160, 158590728, 231905935, 160845728, 255022760, 254961579, 160476080, 160634804, 179558971, 177598524, 13005247, 179498049, 770119122, 82210390, 232122200, 82115161, 231960031, 2523871, 160688117]",19
2123738.0,[11.67353774],[10.99792513],[0.19412874],[0.4514629],10,"[148111641, 69368138, 183489397, 202687926]",4
2127174.0,[11.68295165],[11.23337323],[-0.14921197],[-0.57027683],24,"[183288450, 71543043, 73623204, 256671269, 166767625, 73652874, 12972943, 73642737, 168865272, 242219455]",10
2129195.0,[11.4292098],[11.40386329],[-0.03201175],[1.23862208],14,"[214743527, 75648425, 10592554, 81893771, 229482635, 75618959, 143482419, 158208822, 143592764]",9
2130126.0,[19.57471816],[19.22166125],[0.11015632],[0.98611252],12,"[211264315, 158790301, 71686022, 142088215]",4
2131082.0,[26.33075832],[25.99858664],[-0.08315224],[0.41692087],6,"[218863136, 254888388, 346149, 69555151, 179430289, 149684024]",6
2131097.0,[27.69684262],[26.17590981],[0.18915308],[0.96988935],16,"[152316257, 221129729, 151963749, 73543014, 137339311, 223578612]",6
2133926.0,[24.18147854],[24.09322468],[-0.04244217],[-0.88135262],16,"[2225474, 181176679, 71429835, 233617612, 160536972, 181256015, 231453809, 10856241, 254505625, 256643025, 256724660, 179040790, 160183480, 160250937, 82161311]",15
2134112.0,[25.57310964],[25.09363113],[-0.10249298],[-0.73143931],44,"[120196, 235750277, 246249226, 67250061, 83999886, 248346615, 84269463, 12698649, 12692260, 83996326, 67215526, 174937638, 172834087, 258583979, 235727922, 14826418, 174975923, 162364982, 170535993, 175063610, 239789243, 12962623, 248428356, 67226184, 162383691, 174975691, 121807, 164256723, 164364885, 241836118, 248345826, 246201458, 67233142, 84034679, 183111036]",35
2136619.0,[19.37202587],[19.25547486],[-0.05588778],[1.57934918],18,"[166444416, 86055905, 8667331, 77680571, 77875142, 217085706, 166628171, 12787821, 10767453, 147915866, 8473019, 218989533, 147721790, 84109983]",14
2141885.0,[15.62846995],[15.50122382],[-0.06582349],[1.10843194],23,"[73527328, 6576033, 6418629, 210579877, 81916585, 158222219, 229497551, 73507600, 158173809, 75785459, 141395573, 229443768, 141612153]",13
2142665.0,[11.89509823],[9.35752091],[-0.3634973],[0.65341553],10,"[149432450, 71597227, 218640591]",3
2144130.0,[20.4293305],[20.33496009],[-0.04836228],[-0.96827451],53,"[235818119, 254686343, 254634123, 254686863, 179167262, 179223585, 254549154, 250544292, 164571430, 67327785, 162315050, 179222572, 84093745, 69384625, 179083314, 178230, 175076919, 250652087, 69387456, 175186752, 214983, 84064840, 250394060, 84000717, 180564, 84211413, 84064088, 12697436, 2210526, 164550879, 174924132, 250141162, 164548588, 174669688, 235822971, 69319038]",36
2145484.0,[27.42006846],[27.06492628],[-0.08432077],[-1.4053729],10,"[155794593, 152083769, 241643933, 77894919]",4
2145969.0,[23.49096389],[23.0635163],[-0.10089371],[-0.28113088],6,"[84073483, 141178492, 14863846, 208258639]",4
2147520.0,[26.46029913],[23.69359835],[0.2602499],[0.95674692],6,"[73542884, 4348804, 695113400, 764264462]",4
2148349.0,[7.6810926],[7.51675818],[-0.10986766],[-0.43826253],8,"[86365917, 175190256, 181441617, 86147255, 14836666, 15057885]",6
2148449.0,[26.28876161],[26.15311785],[0.06111809],[0.43396288],19,"[179477352, 335675, 69540062, 254946175]",4
2148510.0,[28.16859521],[27.56235084],[-0.11018318],[-0.19764648],7,"[170801393, 168703746, 86165718, 244157655]",4
2148559.0,[28.38501208],[27.28807231],[-0.14952195],[-1.28524118],10,"[80002456, 225402650, 446046571, 156243181]",4
2149303.0,[14.22574295],[12.3355003],[0.29349405],[0.53850541],4,"[183719136, 259208605, 69562463]",3
2150254.0,[9.55899843],[9.55712176],[0.01583407],[-0.13962937],43,"[254739329, 86241539, 139442826, 69377037, 137248148, 2164375, 75734423, 75710748, 14909218, 144803, 75751846, 86208039, 6409642, 202311083, 2452910, 177218223, 14937906, 73687353, 137337152, 86205760, 177204418, 204423493, 6543173, 6566091, 137356620, 8602829, 69552210, 206557780, 177179734, 14905942, 141578967, 6525019, 252668001, 67337697, 75611877, 252683877, 179233391, 14900591, 179302770, 67255412, 6548596, 67367415, 75748730]",43
2151222.0,[19.01157351],[18.70894519],[0.10376308],[-1.0215326],13,"[160705608, 81965027, 177576334, 234078383]",4
2151229.0,[13.69990859],[13.33963008],[0.13209924],[1.01386708],23,"[139456701, 71440954, 208642773, 143978991]",4
2152749.0,[17.82635352],[17.81390031],[-0.01582852],[-0.01416877],61,"[8573830, 77761670, 175010189, 67379213, 179690131, 86176277, 145670551, 77778072, 67263130, 211052060, 145731360, 255014560, 175147939, 145678243, 67360169, 211221290, 86304811, 214903723, 67510575, 145929903, 179545007, 77842735, 212757555, 86373172, 145812915, 179409338, 8814267, 14871870, 248575039, 78022848, 212741953, 177036738, 254879171, 272966, 212884297, 155338, 177164107, 250474189, 144155214, 213002064, 15069523, 15001429, 143981655, 254751448, 252504794, 175208155, 214767329, 214972388, 250597, 8675812, 77883366, 145593449, 405099, 179286508, 145797230, 255162481, 77915002]",57
2152808.0,[18.18133814],[17.97779702],[-0.07804331],[1.6744657],33,"[426943874, 426886149, 426818184, 75598860, 426779671, 6389785, 427011228, 166278436, 427069604, 239653295, 428864950, 428874684, 147696198, 429140688, 218958290, 428921562, 428912606, 429085919, 426824290, 428911842, 428919011, 428842223, 428842479, 428842735, 428842736, 428842737, 428842738, 428842739, 428870897, 426817911, 428982257, 428843513, 426838655]",33
2153571.0,[28.60985336],[28.601025],[-0.00888758],[1.02295163],21,"[136205, 135425423, 160415507, 202498586, 135219867, 84143905, 202294565, 83999027, 160295991, 135099835, 231390663, 231688777, 202173010, 69664089, 14941020, 69329254, 69343591, 231567727, 14795892, 2554358, 160118654]",21
2153584.0,[18.21464652],[18.07129381],[-0.06463069],[1.34872788],6,"[75577546, 143525230, 162234229, 233508206]",4
2154065.0,[21.38704749],[21.17761438],[-0.07266556],[0.63452381],9,"[183377041, 205982540, 69275925, 421059926]",4
2155357.0,[8.07814962],[7.93303456],[0.10996257],[-1.52228072],17,"[78018401, 154227395, 231993126, 233914534, 227762248, 225509130, 8689610, 15136846, 158851759, 164760210, 164937716, 8817816, 86312314, 77892763, 154373468]",15
2156367.0,[20.73936781],[20.64691467],[-0.04742276],[1.25993724],10,"[4429636, 231477319, 141534922, 160203058, 73637757]",5
